"","Date","visitor_count","is_schyr","quarter","year","school_year"
"603",2011-02-23,4995,1,1,2011,2010
"604",2011-02-24,4686,1,1,2011,2010
"605",2011-02-25,3438,1,1,2011,2010
"606",2011-02-26,1671,1,1,2011,2010
"607",2011-02-27,3014,1,1,2011,2010
"608",2011-02-28,5475,1,1,2011,2010
"609",2011-03-01,5232,1,1,2011,2010
"610",2011-03-02,5259,1,1,2011,2010
"611",2011-03-03,4880,1,1,2011,2010
"612",2011-03-04,3297,1,1,2011,2010
"613",2011-03-05,2069,1,1,2011,2010
"614",2011-03-06,3694,1,1,2011,2010
"615",2011-03-07,5882,1,1,2011,2010
"616",2011-03-08,5926,1,1,2011,2010
"617",2011-03-09,5335,1,1,2011,2010
"618",2011-03-10,5508,1,1,2011,2010
"619",2011-03-11,4665,1,1,2011,2010
"620",2011-03-12,3344,1,1,2011,2010
"621",2011-03-13,4994,1,1,2011,2010
"622",2011-03-14,6322,1,1,2011,2010
"623",2011-03-15,5437,1,1,2011,2010
"624",2011-03-16,4998,1,1,2011,2010
"625",2011-03-17,4146,1,1,2011,2010
"626",2011-03-18,2398,1,1,2011,2010
"627",2011-03-19,588,1,1,2011,2010
"628",2011-03-20,422,1,1,2011,2010
"629",2011-03-21,1622,1,1,2011,2010
"630",2011-03-22,1459,1,1,2011,2010
"631",2011-03-23,1436,1,1,2011,2010
"632",2011-03-24,1415,1,1,2011,2010
"633",2011-03-25,1220,1,1,2011,2010
"634",2011-03-26,568,1,1,2011,2010
"635",2011-03-27,577,1,1,2011,2010
"636",2011-03-28,4146,1,1,2011,2010
"637",2011-03-29,4798,1,1,2011,2010
"638",2011-03-30,4810,1,1,2011,2010
"639",2011-03-31,4315,1,1,2011,2010
"640",2011-04-01,3354,1,2,2011,2010
"641",2011-04-02,1677,1,2,2011,2010
"642",2011-04-03,2856,1,2,2011,2010
"643",2011-04-04,5123,1,2,2011,2010
"644",2011-04-05,5239,1,2,2011,2010
"645",2011-04-06,5170,1,2,2011,2010
"646",2011-04-07,3906,1,2,2011,2010
"647",2011-04-08,3432,1,2,2011,2010
"648",2011-04-09,1887,1,2,2011,2010
"649",2011-04-10,3258,1,2,2011,2010
"650",2011-04-11,5602,1,2,2011,2010
"651",2011-04-12,5564,1,2,2011,2010
"652",2011-04-13,5534,1,2,2011,2010
"653",2011-04-14,4907,1,2,2011,2010
"654",2011-04-15,3491,1,2,2011,2010
"655",2011-04-16,1782,1,2,2011,2010
"656",2011-04-17,3408,1,2,2011,2010
"657",2011-04-18,5344,1,2,2011,2010
"658",2011-04-19,4869,1,2,2011,2010
"659",2011-04-20,5405,1,2,2011,2010
"660",2011-04-21,4678,1,2,2011,2010
"661",2011-04-22,3164,1,2,2011,2010
"662",2011-04-23,1874,1,2,2011,2010
"663",2011-04-24,3059,1,2,2011,2010
"664",2011-04-25,5438,1,2,2011,2010
"665",2011-04-26,5764,1,2,2011,2010
"666",2011-04-27,5695,1,2,2011,2010
"667",2011-04-28,5070,1,2,2011,2010
"668",2011-04-29,3557,1,2,2011,2010
"669",2011-04-30,2133,1,2,2011,2010
"670",2011-05-01,3707,1,2,2011,2010
"671",2011-05-02,5740,1,2,2011,2010
"672",2011-05-03,5197,1,2,2011,2010
"673",2011-05-04,5159,1,2,2011,2010
"674",2011-05-05,4607,1,2,2011,2010
"675",2011-05-06,3454,1,2,2011,2010
"676",2011-05-07,1788,1,2,2011,2010
"677",2011-05-08,3074,1,2,2011,2010
"678",2011-05-09,5382,1,2,2011,2010
"679",2011-05-10,5367,1,2,2011,2010
"680",2011-05-11,5639,1,2,2011,2010
"681",2011-05-12,5416,1,2,2011,2010
"682",2011-05-13,3610,1,2,2011,2010
"683",2011-05-14,1940,1,2,2011,2010
"684",2011-05-15,3087,1,2,2011,2010
"685",2011-05-16,7382,1,2,2011,2010
"686",2011-05-17,6642,1,2,2011,2010
"687",2011-05-18,6148,1,2,2011,2010
"688",2011-05-19,5599,1,2,2011,2010
"689",2011-05-20,4071,1,2,2011,2010
"690",2011-05-21,2381,1,2,2011,2010
"691",2011-05-22,3935,1,2,2011,2010
"692",2011-05-23,6432,1,2,2011,2010
"693",2011-05-24,6391,1,2,2011,2010
"694",2011-05-25,5920,1,2,2011,2010
"695",2011-05-26,5661,1,2,2011,2010
"696",2011-05-27,4242,1,2,2011,2010
"697",2011-05-28,2329,1,2,2011,2010
"698",2011-05-29,3203,1,2,2011,2010
"699",2011-05-30,5400,1,2,2011,2010
"700",2011-05-31,7676,1,2,2011,2010
"701",2011-06-01,6653,1,2,2011,2010
"702",2011-06-02,5988,1,2,2011,2010
"703",2011-06-03,4893,1,2,2011,2010
"704",2011-06-04,3587,1,2,2011,2010
"705",2011-06-05,4878,1,2,2011,2010
"706",2011-06-06,6397,1,2,2011,2010
"707",2011-06-07,7279,1,2,2011,2010
"708",2011-06-08,6911,1,2,2011,2010
"709",2011-06-09,4104,1,2,2011,2010
"710",2011-06-10,2807,1,2,2011,2010
"711",2011-06-11,782,1,2,2011,2010
"712",2011-06-12,479,1,2,2011,2010
"713",2011-06-13,1989,1,2,2011,2010
"714",2011-06-14,2111,1,2,2011,2010
"715",2011-06-15,1925,1,2,2011,2010
"716",2011-06-16,2088,1,2,2011,2010
"717",2011-06-17,1583,1,2,2011,2010
"718",2011-06-18,711,1,2,2011,2010
"719",2011-06-19,452,1,2,2011,2010
"720",2011-06-20,2317,1,2,2011,2010
"721",2011-06-21,2563,1,2,2011,2010
"722",2011-06-22,2350,1,2,2011,2010
"723",2011-06-23,2315,1,2,2011,2010
"724",2011-06-24,1785,1,2,2011,2010
"725",2011-06-25,647,1,2,2011,2010
"726",2011-06-26,724,1,2,2011,2010
"727",2011-06-27,2357,1,2,2011,2010
"728",2011-06-28,2338,1,2,2011,2010
"729",2011-06-29,2304,1,2,2011,2010
"730",2011-06-30,2163,1,2,2011,2010
"731",2011-07-01,1672,0,3,2011,2010
"732",2011-07-02,703,0,3,2011,2010
"733",2011-07-03,538,0,3,2011,2010
"734",2011-07-04,6,0,3,2011,2010
"735",2011-07-05,2459,0,3,2011,2010
"736",2011-07-06,2462,0,3,2011,2010
"737",2011-07-07,2288,0,3,2011,2010
"738",2011-07-08,1658,0,3,2011,2010
"739",2011-07-09,597,0,3,2011,2010
"740",2011-07-10,730,0,3,2011,2010
"741",2011-07-11,2478,0,3,2011,2010
"742",2011-07-12,2486,0,3,2011,2010
"743",2011-07-13,2206,0,3,2011,2010
"744",2011-07-14,2327,0,3,2011,2010
"745",2011-07-15,1679,0,3,2011,2010
"746",2011-07-16,564,0,3,2011,2010
"747",2011-07-17,762,0,3,2011,2010
"748",2011-07-18,2499,0,3,2011,2010
"749",2011-07-19,2536,0,3,2011,2010
"750",2011-07-20,2668,0,3,2011,2010
"751",2011-07-21,2636,0,3,2011,2010
"752",2011-07-22,1591,0,3,2011,2010
"753",2011-07-23,632,0,3,2011,2010
"754",2011-07-24,635,0,3,2011,2010
"755",2011-07-25,2179,0,3,2011,2010
"756",2011-07-26,2199,0,3,2011,2010
"757",2011-07-27,2222,0,3,2011,2010
"758",2011-07-28,2037,0,3,2011,2010
"759",2011-07-29,1587,0,3,2011,2010
"760",2011-07-30,550,0,3,2011,2010
"761",2011-07-31,663,0,3,2011,2010
"762",2011-08-01,2163,0,3,2011,2010
"763",2011-08-02,2102,0,3,2011,2010
"764",2011-08-03,1981,0,3,2011,2010
"765",2011-08-04,2018,0,3,2011,2010
"766",2011-08-05,1547,0,3,2011,2010
"767",2011-08-06,490,0,3,2011,2010
"768",2011-08-07,467,0,3,2011,2010
"769",2011-08-08,1852,0,3,2011,2010
"770",2011-08-09,1878,0,3,2011,2010
"771",2011-08-10,1723,0,3,2011,2010
"772",2011-08-11,1502,0,3,2011,2010
"773",2011-08-12,1320,0,3,2011,2010
"774",2011-08-13,436,0,3,2011,2010
"775",2011-08-14,452,0,3,2011,2010
"776",2011-08-15,1747,0,3,2011,2010
"777",2011-08-16,1745,0,3,2011,2010
"778",2011-08-17,1803,0,3,2011,2010
"779",2011-08-18,1696,0,3,2011,2010
"780",2011-08-19,1377,0,3,2011,2010
"781",2011-08-20,375,0,3,2011,2010
"782",2011-08-21,474,0,3,2011,2010
"783",2011-08-22,1630,0,3,2011,2010
"784",2011-08-23,1483,0,3,2011,2010
"785",2011-08-24,1750,0,3,2011,2010
"786",2011-08-25,1857,0,3,2011,2010
"787",2011-08-26,1366,0,3,2011,2010
"788",2011-08-27,426,0,3,2011,2010
"789",2011-08-28,18,0,3,2011,2010
"790",2011-08-29,1603,0,3,2011,2010
"791",2011-08-30,1509,0,3,2011,2010
"792",2011-08-31,1492,0,3,2011,2010
"793",2011-09-01,1560,0,3,2011,2010
"794",2011-09-02,1351,0,3,2011,2010
"795",2011-09-03,475,0,3,2011,2010
"796",2011-09-04,4,0,3,2011,2010
"797",2011-09-05,7,0,3,2011,2010
"798",2011-09-06,1745,0,3,2011,2010
"799",2011-09-07,1612,0,3,2011,2010
"800",2011-09-08,1522,0,3,2011,2010
"801",2011-09-09,1377,0,3,2011,2010
"802",2011-09-10,522,0,3,2011,2010
"803",2011-09-11,6,0,3,2011,2010
"804",2011-09-12,1731,0,3,2011,2010
"805",2011-09-13,1916,0,3,2011,2010
"806",2011-09-14,1728,0,3,2011,2010
"807",2011-09-15,1805,0,3,2011,2010
"808",2011-09-16,1381,0,3,2011,2010
"809",2011-09-17,553,0,3,2011,2010
"810",2011-09-18,270,0,3,2011,2010
"811",2011-09-19,2004,0,3,2011,2010
"812",2011-09-20,2231,0,3,2011,2010
"813",2011-09-21,2444,0,3,2011,2010
"814",2011-09-22,2449,0,3,2011,2010
"815",2011-09-23,2073,0,3,2011,2010
"816",2011-09-24,806,0,3,2011,2010
"817",2011-09-25,783,0,3,2011,2010
"818",2011-09-26,4920,0,3,2011,2010
"819",2011-09-27,4554,0,3,2011,2010
"820",2011-09-28,4823,0,3,2011,2010
"821",2011-09-29,4278,0,3,2011,2010
"822",2011-09-30,3409,0,3,2011,2010
"823",2011-10-01,1609,1,4,2011,2011
"824",2011-10-02,2755,1,4,2011,2011
"825",2011-10-03,5288,1,4,2011,2011
"826",2011-10-04,5017,1,4,2011,2011
"827",2011-10-05,5118,1,4,2011,2011
"828",2011-10-06,4419,1,4,2011,2011
"829",2011-10-07,3251,1,4,2011,2011
"830",2011-10-08,1786,1,4,2011,2011
"831",2011-10-09,2974,1,4,2011,2011
"832",2011-10-10,5638,1,4,2011,2011
"833",2011-10-11,5766,1,4,2011,2011
"834",2011-10-12,5685,1,4,2011,2011
"835",2011-10-13,4706,1,4,2011,2011
"836",2011-10-14,3793,1,4,2011,2011
"837",2011-10-15,2000,1,4,2011,2011
"838",2011-10-16,3475,1,4,2011,2011
"839",2011-10-17,5945,1,4,2011,2011
"840",2011-10-18,5624,1,4,2011,2011
"841",2011-10-19,4884,1,4,2011,2011
"842",2011-10-20,4871,1,4,2011,2011
"843",2011-10-21,3625,1,4,2011,2011
"844",2011-10-22,1992,1,4,2011,2011
"845",2011-10-23,3480,1,4,2011,2011
"846",2011-10-24,5814,1,4,2011,2011
"847",2011-10-25,5635,1,4,2011,2011
"848",2011-10-26,5646,1,4,2011,2011
"849",2011-10-27,4962,1,4,2011,2011
"850",2011-10-28,3370,1,4,2011,2011
"851",2011-10-29,2001,1,4,2011,2011
"852",2011-10-30,3510,1,4,2011,2011
"853",2011-10-31,5473,1,4,2011,2011
"854",2011-11-01,5496,1,4,2011,2011
"855",2011-11-02,5291,1,4,2011,2011
"856",2011-11-03,4526,1,4,2011,2011
"857",2011-11-04,3574,1,4,2011,2011
"858",2011-11-05,1959,1,4,2011,2011
"859",2011-11-06,3250,1,4,2011,2011
"860",2011-11-07,5894,1,4,2011,2011
"861",2011-11-08,5335,1,4,2011,2011
"862",2011-11-09,5502,1,4,2011,2011
"863",2011-11-10,4958,1,4,2011,2011
"864",2011-11-11,3483,1,4,2011,2011
"865",2011-11-12,2034,1,4,2011,2011
"866",2011-11-13,3392,1,4,2011,2011
"867",2011-11-14,5734,1,4,2011,2011
"868",2011-11-15,5420,1,4,2011,2011
"869",2011-11-16,5212,1,4,2011,2011
"870",2011-11-17,4465,1,4,2011,2011
"871",2011-11-18,3514,1,4,2011,2011
"872",2011-11-19,1799,1,4,2011,2011
"873",2011-11-20,3068,1,4,2011,2011
"874",2011-11-21,5619,1,4,2011,2011
"875",2011-11-22,4142,1,4,2011,2011
"876",2011-11-23,2638,1,4,2011,2011
"877",2011-11-24,5,1,4,2011,2011
"878",2011-11-25,1003,1,4,2011,2011
"879",2011-11-26,1156,1,4,2011,2011
"880",2011-11-27,2387,1,4,2011,2011
"881",2011-11-28,6119,1,4,2011,2011
"882",2011-11-29,6590,1,4,2011,2011
"883",2011-11-30,6013,1,4,2011,2011
"884",2011-12-01,5253,1,4,2011,2011
"885",2011-12-02,4868,1,4,2011,2011
"886",2011-12-03,3835,1,4,2011,2011
"887",2011-12-04,5049,1,4,2011,2011
"888",2011-12-05,6430,1,4,2011,2011
"889",2011-12-06,6424,1,4,2011,2011
"890",2011-12-07,6164,1,4,2011,2011
"891",2011-12-08,4433,1,4,2011,2011
"892",2011-12-09,2667,1,4,2011,2011
"893",2011-12-10,759,1,4,2011,2011
"894",2011-12-11,527,1,4,2011,2011
"895",2011-12-12,1761,1,4,2011,2011
"896",2011-12-13,1596,1,4,2011,2011
"897",2011-12-14,1400,1,4,2011,2011
"898",2011-12-15,1444,1,4,2011,2011
"899",2011-12-16,1093,1,4,2011,2011
"900",2011-12-17,336,1,4,2011,2011
"901",2011-12-18,219,1,4,2011,2011
"902",2011-12-19,1164,1,4,2011,2011
"903",2011-12-20,1066,1,4,2011,2011
"904",2011-12-21,935,1,4,2011,2011
"905",2011-12-22,814,1,4,2011,2011
"906",2011-12-23,637,1,4,2011,2011
"907",2011-12-24,6,1,4,2011,2011
"908",2011-12-25,2,1,4,2011,2011
"909",2011-12-26,4,1,4,2011,2011
"910",2011-12-27,661,1,4,2011,2011
"911",2011-12-28,741,1,4,2011,2011
"912",2011-12-29,852,1,4,2011,2011
"913",2011-12-30,795,1,4,2011,2011
"914",2011-12-31,8,1,4,2011,2011
"915",2012-01-01,9,1,1,2012,2011
"916",2012-01-02,1111,1,1,2012,2011
"917",2012-01-03,3988,1,1,2012,2011
"918",2012-01-04,4599,1,1,2012,2011
"919",2012-01-05,4209,1,1,2012,2011
"920",2012-01-06,3398,1,1,2012,2011
"921",2012-01-07,1583,1,1,2012,2011
"922",2012-01-08,2919,1,1,2012,2011
"923",2012-01-09,5583,1,1,2012,2011
"924",2012-01-10,5373,1,1,2012,2011
"925",2012-01-11,5347,1,1,2012,2011
"926",2012-01-12,4471,1,1,2012,2011
"927",2012-01-13,3313,1,1,2012,2011
"928",2012-01-14,1668,1,1,2012,2011
"929",2012-01-15,2341,1,1,2012,2011
"930",2012-01-16,4019,1,1,2012,2011
"931",2012-01-17,5459,1,1,2012,2011
"932",2012-01-18,5787,1,1,2012,2011
"933",2012-01-19,4731,1,1,2012,2011
"934",2012-01-20,3247,1,1,2012,2011
"935",2012-01-21,2048,1,1,2012,2011
"936",2012-01-22,3492,1,1,2012,2011
"937",2012-01-23,5706,1,1,2012,2011
"938",2012-01-24,5846,1,1,2012,2011
"939",2012-01-25,5987,1,1,2012,2011
"940",2012-01-26,5350,1,1,2012,2011
"941",2012-01-27,3914,1,1,2012,2011
"942",2012-01-28,2161,1,1,2012,2011
"943",2012-01-29,3677,1,1,2012,2011
"944",2012-01-30,6049,1,1,2012,2011
"945",2012-01-31,5929,1,1,2012,2011
"946",2012-02-01,6042,1,1,2012,2011
"947",2012-02-02,5074,1,1,2012,2011
"948",2012-02-03,3816,1,1,2012,2011
"949",2012-02-04,2410,1,1,2012,2011
"950",2012-02-05,3524,1,1,2012,2011
"951",2012-02-06,6374,1,1,2012,2011
"952",2012-02-07,5931,1,1,2012,2011
"953",2012-02-08,5914,1,1,2012,2011
"954",2012-02-09,4746,1,1,2012,2011
"955",2012-02-10,2789,1,1,2012,2011
"956",2012-02-11,2006,1,1,2012,2011
"957",2012-02-12,3521,1,1,2012,2011
"958",2012-02-13,5931,1,1,2012,2011
"959",2012-02-14,5483,1,1,2012,2011
"960",2012-02-15,5820,1,1,2012,2011
"961",2012-02-16,5164,1,1,2012,2011
"962",2012-02-17,3786,1,1,2012,2011
"963",2012-02-18,2161,1,1,2012,2011
"964",2012-02-19,3804,1,1,2012,2011
"965",2012-02-20,6157,1,1,2012,2011
"966",2012-02-21,5953,1,1,2012,2011
"967",2012-02-22,6018,1,1,2012,2011
"968",2012-02-23,5090,1,1,2012,2011
"969",2012-02-24,3515,1,1,2012,2011
"970",2012-02-25,2202,1,1,2012,2011
"971",2012-02-26,3643,1,1,2012,2011
"972",2012-02-27,6072,1,1,2012,2011
"973",2012-02-28,5835,1,1,2012,2011
"974",2012-02-29,5935,1,1,2012,2011
"975",2012-03-01,5339,1,1,2012,2011
"976",2012-03-02,3909,1,1,2012,2011
"977",2012-03-03,2549,1,1,2012,2011
"978",2012-03-04,4198,1,1,2012,2011
"979",2012-03-05,6644,1,1,2012,2011
"980",2012-03-06,6605,1,1,2012,2011
"981",2012-03-07,6149,1,1,2012,2011
"982",2012-03-08,5962,1,1,2012,2011
"983",2012-03-09,5393,1,1,2012,2011
"984",2012-03-10,4640,1,1,2012,2011
"985",2012-03-11,5816,1,1,2012,2011
"986",2012-03-12,7423,1,1,2012,2011
"987",2012-03-13,6780,1,1,2012,2011
"988",2012-03-14,6135,1,1,2012,2011
"989",2012-03-15,4931,1,1,2012,2011
"990",2012-03-16,2827,1,1,2012,2011
"991",2012-03-17,665,1,1,2012,2011
"992",2012-03-18,543,1,1,2012,2011
"993",2012-03-19,1712,1,1,2012,2011
"994",2012-03-20,1638,1,1,2012,2011
"995",2012-03-21,1765,1,1,2012,2011
"996",2012-03-22,1727,1,1,2012,2011
"997",2012-03-23,1256,1,1,2012,2011
"998",2012-03-24,605,1,1,2012,2011
"999",2012-03-25,669,1,1,2012,2011
"1000",2012-03-26,4764,1,1,2012,2011
"1001",2012-03-27,5244,1,1,2012,2011
"1002",2012-03-28,5432,1,1,2012,2011
"1003",2012-03-29,4425,1,1,2012,2011
"1004",2012-03-30,3577,1,1,2012,2011
"1005",2012-03-31,2036,1,1,2012,2011
"1006",2012-04-01,3382,1,2,2012,2011
"1007",2012-04-02,5854,1,2,2012,2011
"1008",2012-04-03,5648,1,2,2012,2011
"1009",2012-04-04,5735,1,2,2012,2011
"1010",2012-04-05,4987,1,2,2012,2011
"1011",2012-04-06,3662,1,2,2012,2011
"1012",2012-04-07,2085,1,2,2012,2011
"1013",2012-04-08,3229,1,2,2012,2011
"1014",2012-04-09,6110,1,2,2012,2011
"1015",2012-04-10,6001,1,2,2012,2011
"1016",2012-04-11,5703,1,2,2012,2011
"1017",2012-04-12,5585,1,2,2012,2011
"1018",2012-04-13,3996,1,2,2012,2011
"1019",2012-04-14,2350,1,2,2012,2011
"1020",2012-04-15,3918,1,2,2012,2011
"1021",2012-04-16,6348,1,2,2012,2011
"1022",2012-04-17,6301,1,2,2012,2011
"1023",2012-04-18,6065,1,2,2012,2011
"1024",2012-04-19,5641,1,2,2012,2011
"1025",2012-04-20,3745,1,2,2012,2011
"1026",2012-04-21,2303,1,2,2012,2011
"1027",2012-04-22,3896,1,2,2012,2011
"1028",2012-04-23,6380,1,2,2012,2011
"1029",2012-04-24,6384,1,2,2012,2011
"1030",2012-04-25,6122,1,2,2012,2011
"1031",2012-04-26,5701,1,2,2012,2011
"1032",2012-04-27,3904,1,2,2012,2011
"1033",2012-04-28,2445,1,2,2012,2011
"1034",2012-04-29,3952,1,2,2012,2011
"1035",2012-04-30,6142,1,2,2012,2011
"1036",2012-05-01,5958,1,2,2012,2011
"1037",2012-05-02,6204,1,2,2012,2011
"1038",2012-05-03,5757,1,2,2012,2011
"1039",2012-05-04,3799,1,2,2012,2011
"1040",2012-05-05,2128,1,2,2012,2011
"1041",2012-05-06,3584,1,2,2012,2011
"1042",2012-05-07,6289,1,2,2012,2011
"1043",2012-05-08,6263,1,2,2012,2011
"1044",2012-05-09,6059,1,2,2012,2011
"1045",2012-05-10,5645,1,2,2012,2011
"1046",2012-05-11,3880,1,2,2012,2011
"1047",2012-05-12,2025,1,2,2012,2011
"1048",2012-05-13,3610,1,2,2012,2011
"1049",2012-05-14,5995,1,2,2012,2011
"1050",2012-05-15,5864,1,2,2012,2011
"1051",2012-05-16,5818,1,2,2012,2011
"1052",2012-05-17,5514,1,2,2012,2011
"1053",2012-05-18,3967,1,2,2012,2011
"1054",2012-05-19,2089,1,2,2012,2011
"1055",2012-05-20,4249,1,2,2012,2011
"1056",2012-05-21,6303,1,2,2012,2011
"1057",2012-05-22,6247,1,2,2012,2011
"1058",2012-05-23,6230,1,2,2012,2011
"1059",2012-05-24,5678,1,2,2012,2011
"1060",2012-05-25,4141,1,2,2012,2011
"1061",2012-05-26,2073,1,2,2012,2011
"1062",2012-05-27,3621,1,2,2012,2011
"1063",2012-05-28,6061,1,2,2012,2011
"1064",2012-05-29,7942,1,2,2012,2011
"1065",2012-05-30,6486,1,2,2012,2011
"1066",2012-05-31,5499,1,2,2012,2011
"1067",2012-06-01,239,1,2,2012,2011
"1070",2012-06-04,5901,1,2,2012,2011
"1071",2012-06-05,6006,1,2,2012,2011
"1072",2012-06-06,5330,1,2,2012,2011
"1073",2012-06-07,4196,1,2,2012,2011
"1074",2012-06-08,2860,1,2,2012,2011
"1075",2012-06-09,771,1,2,2012,2011
"1076",2012-06-10,669,1,2,2012,2011
"1077",2012-06-11,1932,1,2,2012,2011
"1078",2012-06-12,1919,1,2,2012,2011
"1079",2012-06-13,1854,1,2,2012,2011
"1080",2012-06-14,1740,1,2,2012,2011
"1081",2012-06-15,1518,1,2,2012,2011
"1082",2012-06-16,712,1,2,2012,2011
"1083",2012-06-17,547,1,2,2012,2011
"1084",2012-06-18,2494,1,2,2012,2011
"1085",2012-06-19,2373,1,2,2012,2011
"1086",2012-06-20,2502,1,2,2012,2011
"1087",2012-06-21,2215,1,2,2012,2011
"1088",2012-06-22,1846,1,2,2012,2011
"1089",2012-06-23,670,1,2,2012,2011
"1090",2012-06-24,733,1,2,2012,2011
"1091",2012-06-25,2395,1,2,2012,2011
"1092",2012-06-26,2304,1,2,2012,2011
"1093",2012-06-27,2378,1,2,2012,2011
"1094",2012-06-28,2367,1,2,2012,2011
"1095",2012-06-29,1639,1,2,2012,2011
"1096",2012-06-30,600,1,2,2012,2011
"1097",2012-07-01,616,0,3,2012,2011
"1098",2012-07-02,2409,0,3,2012,2011
"1099",2012-07-03,2419,0,3,2012,2011
"1100",2012-07-04,9,0,3,2012,2011
"1101",2012-07-05,2510,0,3,2012,2011
"1102",2012-07-06,1914,0,3,2012,2011
"1103",2012-07-07,775,0,3,2012,2011
"1104",2012-07-08,662,0,3,2012,2011
"1105",2012-07-09,2228,0,3,2012,2011
"1106",2012-07-10,2358,0,3,2012,2011
"1107",2012-07-11,2274,0,3,2012,2011
"1108",2012-07-12,2186,0,3,2012,2011
"1109",2012-07-13,1684,0,3,2012,2011
"1110",2012-07-14,614,0,3,2012,2011
"1111",2012-07-15,715,0,3,2012,2011
"1112",2012-07-16,2413,0,3,2012,2011
"1113",2012-07-17,2418,0,3,2012,2011
"1114",2012-07-18,2304,0,3,2012,2011
"1115",2012-07-19,2134,0,3,2012,2011
"1116",2012-07-20,1687,0,3,2012,2011
"1117",2012-07-21,633,0,3,2012,2011
"1118",2012-07-22,681,0,3,2012,2011
"1119",2012-07-23,2302,0,3,2012,2011
"1120",2012-07-24,2131,0,3,2012,2011
"1121",2012-07-25,2314,0,3,2012,2011
"1122",2012-07-26,2202,0,3,2012,2011
"1123",2012-07-27,1585,0,3,2012,2011
"1124",2012-07-28,511,0,3,2012,2011
"1125",2012-07-29,550,0,3,2012,2011
"1126",2012-07-30,2086,0,3,2012,2011
"1127",2012-07-31,1986,0,3,2012,2011
"1128",2012-08-01,1882,0,3,2012,2011
"1129",2012-08-02,1791,0,3,2012,2011
"1130",2012-08-03,1447,0,3,2012,2011
"1131",2012-08-04,608,0,3,2012,2011
"1132",2012-08-05,620,0,3,2012,2011
"1133",2012-08-06,1805,0,3,2012,2011
"1134",2012-08-07,1800,0,3,2012,2011
"1135",2012-08-08,1865,0,3,2012,2011
"1136",2012-08-09,1583,0,3,2012,2011
"1137",2012-08-10,1312,0,3,2012,2011
"1138",2012-08-11,478,0,3,2012,2011
"1139",2012-08-12,529,0,3,2012,2011
"1140",2012-08-13,1595,0,3,2012,2011
"1141",2012-08-14,1623,0,3,2012,2011
"1142",2012-08-15,1694,0,3,2012,2011
"1143",2012-08-16,1480,0,3,2012,2011
"1144",2012-08-17,1283,0,3,2012,2011
"1145",2012-08-18,500,0,3,2012,2011
"1146",2012-08-19,517,0,3,2012,2011
"1147",2012-08-20,1548,0,3,2012,2011
"1148",2012-08-21,1722,0,3,2012,2011
"1149",2012-08-22,1758,0,3,2012,2011
"1150",2012-08-23,1602,0,3,2012,2011
"1151",2012-08-24,1372,0,3,2012,2011
"1152",2012-08-25,528,0,3,2012,2011
"1153",2012-08-26,10,0,3,2012,2011
"1154",2012-08-27,1666,0,3,2012,2011
"1155",2012-08-28,1634,0,3,2012,2011
"1156",2012-08-29,1505,0,3,2012,2011
"1157",2012-08-30,1483,0,3,2012,2011
"1158",2012-08-31,1209,0,3,2012,2011
"1159",2012-09-01,442,0,3,2012,2011
"1160",2012-09-02,6,0,3,2012,2011
"1161",2012-09-03,11,0,3,2012,2011
"1162",2012-09-04,1644,0,3,2012,2011
"1163",2012-09-05,1550,0,3,2012,2011
"1164",2012-09-06,1611,0,3,2012,2011
"1165",2012-09-07,1292,0,3,2012,2011
"1166",2012-09-08,548,0,3,2012,2011
"1167",2012-09-09,25,0,3,2012,2011
"1168",2012-09-10,1823,0,3,2012,2011
"1169",2012-09-11,1829,0,3,2012,2011
"1170",2012-09-12,1885,0,3,2012,2011
"1171",2012-09-13,1723,0,3,2012,2011
"1172",2012-09-14,1403,0,3,2012,2011
"1173",2012-09-15,486,0,3,2012,2011
"1174",2012-09-16,13,0,3,2012,2011
"1175",2012-09-17,1734,0,3,2012,2011
"1176",2012-09-18,1803,0,3,2012,2011
"1177",2012-09-19,1795,0,3,2012,2011
"1178",2012-09-20,1851,0,3,2012,2011
"1179",2012-09-21,1404,0,3,2012,2011
"1180",2012-09-22,660,0,3,2012,2011
"1181",2012-09-23,258,0,3,2012,2011
"1182",2012-09-24,2220,0,3,2012,2011
"1183",2012-09-25,2225,0,3,2012,2011
"1184",2012-09-26,2625,0,3,2012,2011
"1185",2012-09-27,2808,0,3,2012,2011
"1186",2012-09-28,2135,0,3,2012,2011
"1187",2012-09-29,977,0,3,2012,2011
"1188",2012-09-30,1380,0,3,2012,2011
"1189",2012-10-01,5320,1,4,2012,2012
"1190",2012-10-02,5786,1,4,2012,2012
"1191",2012-10-03,5479,1,4,2012,2012
"1192",2012-10-04,5381,1,4,2012,2012
"1193",2012-10-05,3778,1,4,2012,2012
"1194",2012-10-06,1934,1,4,2012,2012
"1195",2012-10-07,3381,1,4,2012,2012
"1196",2012-10-08,6302,1,4,2012,2012
"1197",2012-10-09,5939,1,4,2012,2012
"1198",2012-10-10,6428,1,4,2012,2012
"1199",2012-10-11,5151,1,4,2012,2012
"1200",2012-10-12,3882,1,4,2012,2012
"1201",2012-10-13,1951,1,4,2012,2012
"1202",2012-10-14,3695,1,4,2012,2012
"1203",2012-10-15,6675,1,4,2012,2012
"1204",2012-10-16,6298,1,4,2012,2012
"1205",2012-10-17,6483,1,4,2012,2012
"1206",2012-10-18,5704,1,4,2012,2012
