"","Date","total_trips"
"1334",2017-04-14,28
"1335",2017-04-15,21
"1336",2017-04-16,13
"1337",2017-04-17,39
"1338",2017-04-18,25
"1339",2017-04-19,29
"1340",2017-04-20,36
"1341",2017-04-21,42
"1342",2017-04-22,4
"1343",2017-04-23,25
"1344",2017-04-24,37
"1345",2017-04-25,47
"1346",2017-04-26,38
"1347",2017-04-27,31
"1348",2017-04-28,34
"1349",2017-04-29,2
"1350",2017-04-30,5
"1351",2017-05-01,32
"1352",2017-05-02,28
"1353",2017-05-03,34
"1354",2017-05-04,32
"1355",2017-05-05,37
"1356",2017-05-06,11
"1357",2017-05-07,12
"1358",2017-05-08,33
"1359",2017-05-09,23
"1360",2017-05-10,34
"1361",2017-05-11,34
"1362",2017-05-12,41
"1363",2017-05-13,16
"1364",2017-05-14,12
"1365",2017-05-15,41
"1366",2017-05-16,52
"1367",2017-05-17,46
"1368",2017-05-18,41
"1369",2017-05-19,19
"1370",2017-05-20,4
"1371",2017-05-21,6
"1372",2017-05-22,36
"1373",2017-05-23,20
"1374",2017-05-24,28
"1375",2017-05-25,43
"1376",2017-05-26,36
"1377",2017-05-27,13
"1378",2017-05-28,15
"1379",2017-05-29,11
"1380",2017-05-30,45
"1381",2017-05-31,47
"1382",2017-06-01,52
"1383",2017-06-02,35
"1384",2017-06-03,14
"1385",2017-06-04,14
"1386",2017-06-05,48
"1387",2017-06-06,49
"1388",2017-06-07,43
"1389",2017-06-08,47
"1390",2017-06-09,36
"1391",2017-06-10,27
"1392",2017-06-11,18
"1393",2017-06-12,20
"1394",2017-06-13,16
"1395",2017-06-14,12
"1396",2017-06-15,29
"1397",2017-06-16,24
"1398",2017-06-17,12
"1399",2017-06-18,10
"1400",2017-06-19,42
"1401",2017-06-20,39
"1402",2017-06-21,37
"1403",2017-06-22,35
"1404",2017-06-23,34
"1405",2017-06-24,14
"1406",2017-06-25,8
"1407",2017-06-26,40
"1408",2017-06-27,36
"1409",2017-06-28,28
"1410",2017-06-29,33
"1411",2017-06-30,36
"1412",2017-07-01,25
"1413",2017-07-02,21
"1414",2017-07-03,30
"1415",2017-07-04,30
"1416",2017-07-05,42
"1417",2017-07-06,34
"1418",2017-07-07,57
"1419",2017-07-08,20
"1420",2017-07-09,10
"1421",2017-07-10,41
"1422",2017-07-11,41
"1423",2017-07-12,25
"1424",2017-07-13,44
"1425",2017-07-14,42
"1426",2017-07-15,31
"1427",2017-07-16,31
"1428",2017-07-17,44
"1429",2017-07-18,50
"1430",2017-07-19,41
"1431",2017-07-20,30
"1432",2017-07-21,40
"1433",2017-07-22,15
"1434",2017-07-23,8
"1435",2017-07-24,37
"1436",2017-07-25,47
"1437",2017-07-26,37
"1438",2017-07-27,38
"1439",2017-07-28,38
"1440",2017-07-29,16
"1441",2017-07-30,15
"1442",2017-07-31,57
"1443",2017-08-01,51
"1444",2017-08-02,46
"1445",2017-08-03,32
"1446",2017-08-04,42
"1447",2017-08-05,15
"1448",2017-08-06,10
"1449",2017-08-07,50
"1450",2017-08-08,50
"1451",2017-08-09,58
"1452",2017-08-10,46
"1453",2017-08-11,53
"1454",2017-08-12,12
"1455",2017-08-13,8
"1456",2017-08-14,38
"1457",2017-08-15,46
"1458",2017-08-16,43
"1459",2017-08-17,36
"1460",2017-08-18,38
"1461",2017-08-19,15
"1462",2017-08-20,10
"1463",2017-08-21,53
"1464",2017-08-22,36
"1465",2017-08-23,44
"1466",2017-08-24,51
"1467",2017-08-25,42
"1468",2017-08-26,10
"1469",2017-08-27,6
"1470",2017-08-28,37
"1471",2017-08-29,38
"1472",2017-08-30,34
"1473",2017-08-31,48
"1474",2017-09-01,42
"1475",2017-09-02,12
"1476",2017-09-03,15
"1477",2017-09-04,12
"1478",2017-09-05,52
"1479",2017-09-06,49
"1480",2017-09-07,45
"1481",2017-09-08,42
"1482",2017-09-09,17
"1483",2017-09-10,17
"1484",2017-09-11,39
"1485",2017-09-12,44
"1486",2017-09-13,32
"1487",2017-09-14,41
"1488",2017-09-15,44
"1489",2017-09-16,11
"1490",2017-09-17,7
"1491",2017-09-18,48
"1492",2017-09-19,42
"1493",2017-09-20,46
"1494",2017-09-21,54
"1495",2017-09-22,50
"1496",2017-09-23,21
"1497",2017-09-24,38
"1498",2017-09-25,64
"1499",2017-09-26,84
"1500",2017-09-27,75
"1501",2017-09-28,59
"1502",2017-09-29,55
"1503",2017-09-30,16
"1504",2017-10-01,20
"1505",2017-10-02,59
"1506",2017-10-03,55
"1507",2017-10-04,70
"1508",2017-10-05,70
"1509",2017-10-06,60
"1510",2017-10-07,26
"1511",2017-10-08,20
"1512",2017-10-09,68
"1513",2017-10-10,60
"1514",2017-10-11,40
"1515",2017-10-12,61
"1516",2017-10-13,72
"1517",2017-10-14,8
"1518",2017-10-15,19
"1519",2017-10-16,67
"1520",2017-10-17,59
"1521",2017-10-18,78
"1522",2017-10-19,59
"1523",2017-10-20,53
"1524",2017-10-21,15
"1525",2017-10-22,15
"1526",2017-10-23,41
"1527",2017-10-24,23
"1528",2017-10-25,56
"1529",2017-10-26,56
"1530",2017-10-27,38
"1531",2017-10-28,10
"1532",2017-10-29,11
"1533",2017-10-30,48
"1534",2017-10-31,53
"1535",2017-11-01,36
"1536",2017-11-02,47
"1537",2017-11-03,33
"1538",2017-11-04,6
"1539",2017-11-05,11
"1540",2017-11-06,44
"1541",2017-11-07,39
"1542",2017-11-08,41
"1543",2017-11-09,36
"1544",2017-11-10,29
"1545",2017-11-11,15
"1546",2017-11-12,5
"1547",2017-11-13,55
"1548",2017-11-14,51
"1549",2017-11-15,35
"1550",2017-11-16,40
"1551",2017-11-17,42
"1552",2017-11-18,5
"1553",2017-11-19,6
"1554",2017-11-20,40
"1555",2017-11-21,36
"1556",2017-11-22,22
"1557",2017-11-23,6
"1558",2017-11-24,12
"1559",2017-11-25,6
"1560",2017-11-26,5
"1561",2017-11-27,44
"1562",2017-11-28,55
"1563",2017-11-29,50
"1564",2017-11-30,32
"1565",2017-12-01,48
"1566",2017-12-02,18
"1567",2017-12-03,22
"1568",2017-12-04,43
"1569",2017-12-05,19
"1570",2017-12-06,35
"1571",2017-12-07,25
"1572",2017-12-08,23
"1573",2017-12-09,10
"1574",2017-12-10,3
"1575",2017-12-11,24
"1576",2017-12-12,15
"1577",2017-12-13,14
"1578",2017-12-14,11
"1579",2017-12-15,7
"1580",2017-12-16,1
"1581",2017-12-17,7
"1582",2017-12-18,7
"1583",2017-12-19,12
"1584",2017-12-20,11
"1585",2017-12-21,9
"1586",2017-12-22,9
"1587",2017-12-23,3
"1588",2017-12-26,3
"1589",2017-12-27,3
"1590",2017-12-28,6
"1591",2017-12-29,3
"1592",2018-01-01,1
"1593",2018-01-02,4
"1594",2018-01-03,6
"1595",2018-01-04,6
"1596",2018-01-05,9
"1597",2018-01-06,5
"1598",2018-01-07,3
"1599",2018-01-08,24
"1600",2018-01-09,18
"1601",2018-01-10,18
"1602",2018-01-11,14
"1603",2018-01-12,14
"1604",2018-01-13,4
"1605",2018-01-14,3
"1606",2018-01-15,8
"1607",2018-01-16,8
"1608",2018-01-17,16
"1609",2018-01-18,19
"1610",2018-01-19,21
"1611",2018-01-20,4
"1612",2018-01-21,6
"1613",2018-01-22,38
"1614",2018-01-23,22
"1615",2018-01-24,30
"1616",2018-01-25,21
"1617",2018-01-26,38
"1618",2018-01-27,14
"1619",2018-01-28,6
"1620",2018-01-29,22
"1621",2018-01-30,22
"1622",2018-01-31,30
"1623",2018-02-01,31
"1624",2018-02-02,18
"1625",2018-02-03,11
"1626",2018-02-04,2
"1627",2018-02-05,10
"1628",2018-02-06,10
"1629",2018-02-07,11
"1630",2018-02-08,21
"1631",2018-02-09,2
"1632",2018-02-10,1
"1633",2018-02-11,2
"1634",2018-02-12,11
"1635",2018-02-13,17
"1636",2018-02-14,25
"1637",2018-02-15,22
"1638",2018-02-16,31
"1639",2018-02-17,4
"1640",2018-02-18,3
"1641",2018-02-19,21
"1642",2018-02-20,13
"1643",2018-02-21,36
"1644",2018-02-22,27
"1645",2018-02-23,17
"1646",2018-02-24,9
"1647",2018-02-25,5
"1648",2018-02-26,38
"1649",2018-02-27,36
"1650",2018-02-28,39
"1651",2018-03-01,20
"1652",2018-03-02,34
"1653",2018-03-03,5
"1654",2018-03-04,9
"1655",2018-03-05,29
"1656",2018-03-06,23
"1657",2018-03-07,29
"1658",2018-03-08,24
"1659",2018-03-09,24
"1660",2018-03-10,14
"1661",2018-03-11,4
"1662",2018-03-12,35
"1663",2018-03-13,22
"1664",2018-03-14,20
"1665",2018-03-15,22
"1666",2018-03-16,18
"1667",2018-03-17,6
"1668",2018-03-19,19
"1669",2018-03-20,16
"1670",2018-03-21,14
"1671",2018-03-22,12
"1672",2018-03-23,20
"1673",2018-03-24,6
"1674",2018-03-25,4
"1675",2018-03-26,31
"1676",2018-03-27,33
"1677",2018-03-28,36
"1678",2018-03-29,36
"1679",2018-03-30,25
"1680",2018-03-31,5
"1681",2018-04-01,6
"1682",2018-04-02,29
"1683",2018-04-03,19
"1684",2018-04-04,33
"1685",2018-04-05,26
"1686",2018-04-06,24
"1687",2018-04-07,7
"1688",2018-04-08,4
"1689",2018-04-09,35
"1690",2018-04-10,37
"1691",2018-04-11,37
"1692",2018-04-12,39
"1693",2018-04-13,34
"1694",2018-04-14,4
"1695",2018-04-15,4
"1696",2018-04-16,19
"1697",2018-04-17,42
"1698",2018-04-18,33
"1699",2018-04-19,36
"1700",2018-04-20,32
"1701",2018-04-21,9
"1702",2018-04-22,6
"1703",2018-04-23,46
"1704",2018-04-24,41
"1705",2018-04-25,52
"1706",2018-04-26,54
"1707",2018-04-27,45
"1708",2018-04-28,8
"1709",2018-04-29,9
"1710",2018-04-30,46
"1711",2018-05-01,53
"1712",2018-05-02,59
"1713",2018-05-03,51
"1714",2018-05-04,43
"1715",2018-05-05,27
"1716",2018-05-06,18
"1717",2018-05-07,41
"1718",2018-05-08,54
"1719",2018-05-09,52
"1720",2018-05-10,49
"1721",2018-05-11,31
"1722",2018-05-12,4
"1723",2018-05-13,14
"1724",2018-05-14,34
"1725",2018-05-15,43
"1726",2018-05-16,48
"1727",2018-05-17,49
"1728",2018-05-18,39
"1729",2018-05-19,17
"1730",2018-05-20,4
"1731",2018-05-21,23
"1732",2018-05-22,46
"1733",2018-05-23,71
"1734",2018-05-24,60
"1735",2018-05-25,50
"1736",2018-05-26,15
"1737",2018-05-27,22
"1738",2018-05-28,25
"1739",2018-05-29,46
"1740",2018-05-30,42
"1741",2018-05-31,50
"1742",2018-06-01,49
"1743",2018-06-02,19
"1744",2018-06-03,31
"1745",2018-06-04,50
"1746",2018-06-05,49
"1747",2018-06-06,59
"1748",2018-06-07,43
"1749",2018-06-08,20
"1750",2018-06-09,15
"1751",2018-06-10,3
"1752",2018-06-11,27
"1753",2018-06-12,38
"1754",2018-06-13,34
"1755",2018-06-14,40
"1756",2018-06-15,32
"1757",2018-06-16,17
"1758",2018-06-17,7
"1759",2018-06-18,37
"1760",2018-06-19,41
"1761",2018-06-20,52
"1762",2018-06-21,21
"1763",2018-06-22,20
"1764",2018-06-23,15
"1765",2018-06-24,14
"1766",2018-06-25,50
"1767",2018-06-26,40
"1768",2018-06-27,56
"1769",2018-06-28,44
"1770",2018-06-29,47
"1771",2018-06-30,15
"1772",2018-07-01,10
"1773",2018-07-02,42
"1774",2018-07-03,48
"1775",2018-07-04,17
"1776",2018-07-05,39
"1777",2018-07-06,34
"1778",2018-07-07,25
"1779",2018-07-08,19
"1780",2018-07-09,57
"1781",2018-07-10,58
"1782",2018-07-11,54
"1783",2018-07-12,44
"1784",2018-07-13,43
"1785",2018-07-14,10
"1786",2018-07-15,28
"1787",2018-07-16,59
"1788",2018-07-17,47
"1789",2018-07-18,57
"1790",2018-07-19,47
"1791",2018-07-20,30
"1792",2018-07-21,10
"1793",2018-07-22,11
"1794",2018-07-23,57
"1795",2018-07-24,61
"1796",2018-07-25,46
"1797",2018-07-26,54
"1798",2018-07-27,45
"1799",2018-07-28,32
"1800",2018-07-29,20
"1801",2018-07-30,56
"1802",2018-07-31,50
"1803",2018-08-01,62
"1804",2018-08-02,51
"1805",2018-08-03,55
"1806",2018-08-04,15
"1807",2018-08-05,19
"1808",2018-08-06,58
"1809",2018-08-07,56
"1810",2018-08-08,44
"1811",2018-08-09,44
"1812",2018-08-10,52
"1813",2018-08-11,28
"1814",2018-08-12,20
"1815",2018-08-13,44
"1816",2018-08-14,44
"1817",2018-08-15,51
"1818",2018-08-16,51
"1819",2018-08-17,59
"1820",2018-08-18,18
"1821",2018-08-19,23
"1822",2018-08-20,56
"1823",2018-08-21,60
"1824",2018-08-22,48
"1825",2018-08-23,54
"1826",2018-08-24,49
"1827",2018-08-25,21
"1828",2018-08-26,31
"1829",2018-08-27,44
"1830",2018-08-28,60
"1831",2018-08-29,50
"1832",2018-08-30,52
"1833",2018-08-31,70
"1834",2018-09-01,13
"1835",2018-09-02,32
"1836",2018-09-03,37
"1837",2018-09-04,51
"1838",2018-09-05,58
"1839",2018-09-06,19
"1840",2018-09-07,46
"1841",2018-09-08,19
"1842",2018-09-09,22
"1843",2018-09-10,55
"1844",2018-09-11,58
"1845",2018-09-12,69
"1846",2018-09-13,64
"1847",2018-09-14,69
"1848",2018-09-15,44
"1849",2018-09-16,23
"1850",2018-09-17,72
"1851",2018-09-18,79
"1852",2018-09-19,57
"1853",2018-09-20,61
"1854",2018-09-21,51
"1855",2018-09-22,17
"1856",2018-09-23,28
"1857",2018-09-24,51
"1858",2018-09-25,58
"1859",2018-09-26,70
"1860",2018-09-27,71
"1861",2018-09-28,51
"1862",2018-09-29,31
"1863",2018-09-30,25
"1864",2018-10-01,56
"1865",2018-10-02,70
"1866",2018-10-03,82
"1867",2018-10-04,74
"1868",2018-10-05,48
"1869",2018-10-06,29
"1870",2018-10-07,18
"1871",2018-10-08,85
"1872",2018-10-09,87
"1873",2018-10-10,58
"1874",2018-10-11,80
"1875",2018-10-12,56
"1876",2018-10-13,35
"1877",2018-10-14,24
"1878",2018-10-15,71
"1879",2018-10-16,66
"1880",2018-10-17,76
"1881",2018-10-18,56
"1882",2018-10-19,51
"1883",2018-10-20,12
"1884",2018-10-21,19
"1885",2018-10-22,72
"1886",2018-10-23,68
"1887",2018-10-24,74
"1888",2018-10-25,72
"1889",2018-10-26,70
"1890",2018-10-27,26
"1891",2018-10-28,16
"1892",2018-10-29,62
"1893",2018-10-30,68
"1894",2018-10-31,78
"1895",2018-11-01,55
"1896",2018-11-02,60
"1897",2018-11-03,21
"1898",2018-11-04,13
"1899",2018-11-05,74
"1900",2018-11-06,62
"1901",2018-11-07,60
"1902",2018-11-08,54
"1903",2018-11-09,46
"1904",2018-11-10,6
"1905",2018-11-11,17
"1906",2018-11-12,48
"1907",2018-11-13,48
"1908",2018-11-14,54
"1909",2018-11-15,41
"1910",2018-11-16,59
"1911",2018-11-17,4
"1912",2018-11-18,15
"1913",2018-11-19,56
"1914",2018-11-20,32
"1915",2018-11-21,34
"1916",2018-11-22,12
"1917",2018-11-23,7
"1918",2018-11-24,9
"1919",2018-11-25,5
"1920",2018-11-26,24
"1921",2018-11-27,34
"1922",2018-11-28,39
"1923",2018-11-29,38
"1924",2018-11-30,54
"1925",2018-12-01,3
"1926",2018-12-02,13
"1927",2018-12-03,46
"1928",2018-12-04,41
"1929",2018-12-05,50
"1930",2018-12-06,27
"1931",2018-12-07,30
"1932",2018-12-08,12
"1933",2018-12-09,14
"1934",2018-12-10,41
"1935",2018-12-11,41
"1936",2018-12-12,32
"1937",2018-12-13,37
"1938",2018-12-14,28
"1939",2018-12-15,7
"1940",2018-12-16,9
"1941",2018-12-17,28
"1942",2018-12-18,34
"1943",2018-12-19,38
"1944",2018-12-20,26
"1945",2018-12-21,21
"1946",2018-12-22,5
"1947",2018-12-23,4
"1948",2018-12-24,11
"1949",2018-12-25,4
"1950",2018-12-26,16
"1951",2018-12-27,8
"1952",2018-12-28,14
"1953",2018-12-29,1
"1954",2018-12-30,2
"1955",2018-12-31,4
"1956",2019-01-01,9
"1957",2019-01-02,17
"1958",2019-01-03,16
"1959",2019-01-04,22
"1960",2019-01-05,5
"1961",2019-01-06,20
"1962",2019-01-07,39
"1963",2019-01-08,45
"1964",2019-01-09,34
"1965",2019-01-10,40
"1966",2019-01-11,36
"1967",2019-01-12,2
"1968",2019-01-13,12
"1969",2019-01-14,39
"1970",2019-01-15,32
"1971",2019-01-16,37
"1972",2019-01-17,39
"1973",2019-01-18,27
"1974",2019-01-20,3
"1975",2019-01-21,6
"1976",2019-01-22,20
"1977",2019-01-23,24
"1978",2019-01-24,14
"1979",2019-01-25,10
"1980",2019-01-26,4
"1981",2019-01-27,4
"1982",2019-01-28,2
"1983",2019-01-29,6
"1984",2019-01-31,1
"1985",2019-02-01,8
"1986",2019-02-02,1
"1987",2019-02-03,7
"1988",2019-02-04,20
"1989",2019-02-05,37
"1990",2019-02-06,25
"1991",2019-02-07,19
"1992",2019-02-08,21
"1993",2019-02-09,5
"1994",2019-02-10,6
"1995",2019-02-11,24
"1996",2019-02-12,13
"1997",2019-02-13,27
"1998",2019-02-14,23
"1999",2019-02-15,20
"2000",2019-02-16,9
"2001",2019-02-17,4
"2002",2019-02-18,16
"2003",2019-02-19,20
"2004",2019-02-20,25
"2005",2019-02-21,32
"2006",2019-02-22,29
"2007",2019-02-23,5
"2008",2019-02-24,4
"2009",2019-02-25,28
"2010",2019-02-26,32
"2011",2019-02-27,31
"2012",2019-02-28,31
"2013",2019-03-01,23
"2014",2019-03-02,5
"2015",2019-03-03,6
"2016",2019-03-04,21
"2017",2019-03-05,24
"2018",2019-03-06,17
"2019",2019-03-07,30
"2020",2019-03-08,41
"2021",2019-03-09,11
"2022",2019-03-10,6
"2023",2019-03-11,24
"2024",2019-03-12,50
"2025",2019-03-13,42
"2026",2019-03-14,25
"2027",2019-03-15,20
"2028",2019-03-16,8
"2029",2019-03-17,18
"2030",2019-03-18,40
"2031",2019-03-19,24
"2032",2019-03-20,26
"2033",2019-03-21,25
"2034",2019-03-22,25
"2035",2019-03-23,10
"2036",2019-03-24,6
"2037",2019-03-25,27
"2038",2019-03-26,25
"2039",2019-03-27,23
"2040",2019-03-28,24
"2041",2019-03-29,26
"2042",2019-03-30,10
"2043",2019-03-31,4
"2044",2019-04-01,38
"2045",2019-04-02,41
"2046",2019-04-03,52
"2047",2019-04-04,21
"2048",2019-04-05,45
"2049",2019-04-06,11
"2050",2019-04-07,8
"2051",2019-04-08,56
"2052",2019-04-09,55
"2053",2019-04-10,45
"2054",2019-04-11,29
"2055",2019-04-12,40
"2056",2019-04-13,11
"2057",2019-04-14,1
"2058",2019-04-15,37
"2059",2019-04-16,57
"2060",2019-04-17,46
"2061",2019-04-18,44
"2062",2019-04-19,38
"2063",2019-04-20,12
"2064",2019-04-21,4
"2065",2019-04-22,64
"2066",2019-04-23,37
"2067",2019-04-24,41
"2068",2019-04-25,44
"2069",2019-04-26,54
"2070",2019-04-27,5
"2071",2019-04-28,9
"2072",2019-04-29,16
"2073",2019-04-30,17
"2074",2019-05-01,32
"2075",2019-05-02,27
"2076",2019-05-03,44
"2077",2019-05-04,14
"2078",2019-05-05,18
"2079",2019-05-06,50
"2080",2019-05-07,33
"2081",2019-05-08,49
"2082",2019-05-09,55
"2083",2019-05-10,59
"2084",2019-05-11,19
"2085",2019-05-12,7
"2086",2019-05-13,61
"2087",2019-05-14,50
"2088",2019-05-15,69
"2089",2019-05-16,53
"2090",2019-05-17,43
"2091",2019-05-18,17
"2092",2019-05-19,7
"2093",2019-05-20,45
"2094",2019-05-21,28
"2095",2019-05-22,61
"2096",2019-05-23,68
"2097",2019-05-24,48
"2098",2019-05-25,16
"2099",2019-05-26,18
"2100",2019-05-27,20
"2101",2019-05-28,39
"2102",2019-05-29,43
"2103",2019-05-30,70
"2104",2019-05-31,51
"2105",2019-06-01,29
"2106",2019-06-02,19
"2107",2019-06-03,58
"2108",2019-06-04,42
"2109",2019-06-05,59
"2110",2019-06-06,80
"2111",2019-06-07,74
"2112",2019-06-08,12
"2113",2019-06-09,9
"2114",2019-06-10,59
"2115",2019-06-11,48
"2116",2019-06-12,42
"2117",2019-06-13,48
"2118",2019-06-14,43
"2119",2019-06-15,15
"2120",2019-06-16,7
"2121",2019-06-17,35
"2122",2019-06-18,46
"2123",2019-06-19,38
"2124",2019-06-20,41
"2125",2019-06-21,33
"2126",2019-06-22,10
"2127",2019-06-23,19
"2128",2019-06-24,37
"2129",2019-06-25,46
"2130",2019-06-26,50
"2131",2019-06-27,55
"2132",2019-06-28,54
"2133",2019-06-29,23
"2134",2019-06-30,7
"2135",2019-07-01,45
"2136",2019-07-02,44
"2137",2019-07-03,60
"2138",2019-07-04,15
"2139",2019-07-05,32
"2140",2019-07-06,23
"2141",2019-07-07,12
"2142",2019-07-08,42
"2143",2019-07-09,51
"2144",2019-07-10,49
"2145",2019-07-11,43
"2146",2019-07-12,49
"2147",2019-07-13,15
"2148",2019-07-14,10
"2149",2019-07-15,40
"2150",2019-07-16,48
"2151",2019-07-17,50
"2152",2019-07-18,24
"2153",2019-07-19,52
"2154",2019-07-20,14
"2155",2019-07-21,13
"2156",2019-07-22,42
"2157",2019-07-23,59
"2158",2019-07-24,51
"2159",2019-07-25,48
"2160",2019-07-26,68
"2161",2019-07-27,14
"2162",2019-07-28,6
"2163",2019-07-29,35
"2164",2019-07-30,50
"2165",2019-07-31,59
"2166",2019-08-01,61
"2167",2019-08-02,40
"2168",2019-08-03,25
"2169",2019-08-04,11
"2170",2019-08-05,45
"2171",2019-08-06,53
"2172",2019-08-07,36
"2173",2019-08-08,50
"2174",2019-08-09,44
"2175",2019-08-10,23
"2176",2019-08-11,10
"2177",2019-08-12,42
"2178",2019-08-13,48
"2179",2019-08-14,45
"2180",2019-08-15,49
"2181",2019-08-16,52
"2182",2019-08-17,10
"2183",2019-08-18,6
"2184",2019-08-19,51
"2185",2019-08-20,46
"2186",2019-08-21,46
"2187",2019-08-22,50
"2188",2019-08-23,34
"2189",2019-08-24,18
"2190",2019-08-25,14
"2191",2019-08-26,20
"2192",2019-08-27,49
"2193",2019-08-28,43
"2194",2019-08-29,57
"2195",2019-08-30,42
"2196",2019-08-31,20
"2197",2019-09-01,3
"2198",2019-09-02,6
"2199",2019-09-03,26
"2200",2019-09-04,44
"2201",2019-09-05,51
"2202",2019-09-06,32
"2203",2019-09-07,15
"2204",2019-09-08,10
"2205",2019-09-09,50
"2206",2019-09-10,68
"2207",2019-09-11,36
"2208",2019-09-12,54
"2209",2019-09-13,27
"2210",2019-09-14,22
"2211",2019-09-15,10
"2212",2019-09-16,46
"2213",2019-09-17,40
"2214",2019-09-18,52
"2215",2019-09-19,44
"2216",2019-09-20,41
"2217",2019-09-21,10
"2218",2019-09-22,2
"2219",2019-09-23,45
"2220",2019-09-24,45
"2221",2019-09-25,51
"2222",2019-09-26,77
"2223",2019-09-27,30
"2224",2019-09-28,27
"2225",2019-09-29,10
"2226",2019-09-30,47
"2227",2019-10-01,79
"2228",2019-10-02,76
"2229",2019-10-03,77
"2230",2019-10-04,56
"2231",2019-10-05,32
"2232",2019-10-06,16
"2233",2019-10-07,81
"2234",2019-10-08,79
"2235",2019-10-09,80
"2236",2019-10-10,75
"2237",2019-10-11,49
"2238",2019-10-12,20
"2239",2019-10-13,20
"2240",2019-10-14,52
"2241",2019-10-15,88
"2242",2019-10-16,62
"2243",2019-10-17,72
"2244",2019-10-18,57
"2245",2019-10-19,38
"2246",2019-10-20,15
"2247",2019-10-21,60
"2248",2019-10-22,70
"2249",2019-10-23,72
"2250",2019-10-24,69
"2251",2019-10-25,59
"2252",2019-10-26,13
"2253",2019-10-27,24
"2254",2019-10-28,76
"2255",2019-10-29,69
"2256",2019-10-30,42
"2257",2019-10-31,36
"2258",2019-11-01,35
"2259",2019-11-02,25
"2260",2019-11-03,8
"2261",2019-11-04,44
"2262",2019-11-05,52
"2263",2019-11-06,50
"2264",2019-11-07,50
"2265",2019-11-08,38
"2266",2019-11-09,7
"2267",2019-11-10,7
"2268",2019-11-11,18
"2269",2019-11-12,23
"2270",2019-11-13,40
"2271",2019-11-14,38
"2272",2019-11-15,36
"2273",2019-11-16,10
"2274",2019-11-17,17
"2275",2019-11-18,32
"2276",2019-11-19,28
"2277",2019-11-20,49
"2278",2019-11-21,40
"2279",2019-11-22,32
"2280",2019-11-23,16
"2281",2019-11-24,7
"2282",2019-11-25,55
"2283",2019-11-26,36
"2284",2019-11-27,22
"2285",2019-11-28,1
"2286",2019-11-29,5
"2287",2019-11-30,4
"2288",2019-12-01,9
"2289",2019-12-02,27
"2290",2019-12-03,41
"2291",2019-12-04,43
"2292",2019-12-05,28
"2293",2019-12-06,38
"2294",2019-12-07,10
"2295",2019-12-08,16
"2296",2019-12-09,32
"2297",2019-12-10,28
"2298",2019-12-11,16
"2299",2019-12-12,29
"2300",2019-12-13,21
"2301",2019-12-14,4
"2302",2019-12-15,4
"2303",2019-12-16,12
"2304",2019-12-17,17
"2305",2019-12-18,7
"2306",2019-12-19,11
"2307",2019-12-20,8
"2308",2019-12-21,2
"2309",2019-12-22,2
"2310",2019-12-23,10
"2311",2019-12-24,19
"2312",2019-12-25,7
"2313",2019-12-26,8
"2314",2019-12-27,16
"2315",2019-12-28,7
"2316",2019-12-29,2
"2317",2019-12-30,5
"2318",2019-12-31,7
